sessionId (id),page (text),latency (int),timeOnPage (float)
b8b14542,explore,192,67.517
3707fb77,explore,33,177.53
38dd988d,explore,82,126.306
39463fd5,explore,77,63.784
b7fa5fae,query,37,424.48
38be11d8,explore,378,144.261
39006782,query,69,249.741
3988f9c2,welcome,7,44.903
b9166fd4,query,55,503.195
37ab4274,query,40,418.876
387e161c,welcome,25,27.42
b860ffac,welcome,7,33.416
38ef3cac,welcome,21,31.822
3911c751,query,17,400.433
b91b59ef,query,83,304.646
b81e28fd,explore,22,158.812
b8cc587b,explore,22,144.254
3969e39d,explore,22,123.289
b8b1fce4,index,10,36.415
37d6bbaf,,107,
38acbfc9,,10,
b9071e0f,query,58,391.422
38da9d49,query,100,464.681
3809ff9f,welcome,25,34.576
b7150245,query,17,483.317
38e2c522,welcome,9,32.293
388d08f0,explore,22,128.991
b98f41a7,explore,137,34.187
38dd988d,query,70,411.215
b8372421,query,101,419.274
b78d0280,index,8,51.1
b7e9cf39,query,20,454.616
b8c172c6,welcome,38,39.54
38c31cae,index,29,32.768
b8656837,welcome,44,32.4
382db31a,welcome,12,26.578
35c5412f,query,40,438.812
3988f9c2,query,309,360.842
b9058a3a,explore,22,141.192
38ef3cac,welcome,7,34.374
b8d1dabb,query,98,377.524
b83daced,explore,25,122.111
b7711fd2,,10,
3926e692,index,69,52.949
39041af1,query,82,388.402
3857dfc6,welcome,21,29.856
b8d3ccd1,explore,300,151.14
b887db02,query,33,330.902
39185800,query,17,330.756
38da9d49,index,43,56.002
38b0ba4b,index,4,43.715
37f82166,,10,
37e8bad2,query,25,440.433
b803639d,explore,55,147.057
b821442d,query,214,390.807
377f7199,welcome,26,19.383
39006782,query,257,376.998
b99b685a,explore,424,148.1
37dbf1b8,welcome,7,19.38
b8b0e081,welcome,19,30.931
3911c751,welcome,7,28.51
38b0ba4b,query,18,411.537
b891a53e,explore,47,106.353
35cfb7c7,welcome,68,38.993
370571d4,query,72,363.501
38bc1af6,query,17,361.773
b887db02,explore,22,110.942
3910ea02,welcome,11,35.566
b800ff0e,welcome,43,26.47
385bf153,,56,
b826784b,query,49,320.661
381dc512,query,149,462.66
b8b0e081,query,204,387.581
38dfb031,query,17,491.081
b7711fd2,query,22,365.283
38b6b950,explore,79,70.321
37e2e123,query,119,430.495
b78d0280,query,33,406.136
b97b1f52,,53,
b9036d74,welcome,14,19.654
381e9853,explore,56,141.743
b8bff102,,37,
b8adaed6,query,51,333.077
38d0167a,query,17,446.999
b898d23e,,37,
3825c62e,,21,
38e2c522,query,98,501.736
b8621b79,query,206,433.164
b8c0d87a,query,92,350.149
b8ee782d,welcome,7,33.748
b842859b,query,18,380
37e8bad2,index,11,62.368
38c9120d,query,60,389.424
b98ba0ac,query,136,275.935
b8bba093,index,59,70.995
b780efe5,query,20,551.708
387950ec,query,40,478.239
37f2055b,welcome,7,32.144
38498b7e,explore,34,125.887
3867b4fa,,26,
b5da8408,welcome,67,35.657
37eb9889,query,130,405.706
3910ea02,welcome,7,28.429
b92a4e3d,,234,
383abed1,explore,22,142.224
b7dc6a9a,query,17,434.269
b6e9962b,explore,22,71.934
381dc512,explore,119,211.102
b90fcff0,,14,
b8160561,,72,
38731251,welcome,94,31.486
b9011f98,explore,22,69.822
37a1058d,explore,69,194.061
3911c453,welcome,65,44.851
b78b6241,explore,49,143.909
b8a61c3d,index,35,65.9
b904fd6c,explore,186,60.281
388c423e,query,17,374.669
380f0830,explore,538,80.789
b826784b,query,62,359.951
b909b158,query,84,492.726
39449ddc,explore,132,141.891
3794ed75,explore,224,99.343
b913fa3d,welcome,12,27.688
b915b875,explore,110,165.267
38ef3cac,query,17,373.35
b802185b,welcome,7,23.829
3744b737,query,144,346.822
b8d358f0,index,21,33.405
b78ab09a,query,56,371.757
b9071e0f,explore,190,67.463
b887db02,query,136,430.648
b914eada,index,7,63.55
b817c50e,welcome,7,46.591
385bf153,query,120,320.486
387554d0,explore,76,110.236
b7851092,explore,69,25.236
b821442d,explore,71,146.395
b81aac1c,query,202,396.967
b8569c03,welcome,22,23.832
b8cc8870,index,22,29.133
36efb219,welcome,21,39.246
3.88E+13,query,18,367.231
37e2e123,query,17,439.134
3472f217,explore,114,133.061
383abed1,explore,22,133.966
b88a09a7,query,112,405.682
37f82166,query,42,304.883
b929ba86,welcome,25,35.76
38c9120d,index,4,20.37
b70bcb2c,explore,174,64.311
38826074,index,22,48.539
b874f71a,query,294,434.626
b826784b,welcome,22,21.226
38c9120d,query,17,390.623
b7b187ea,query,52,320.691
b86cb46d,query,17,351.196
b928afbe,explore,211,58.166
b925aacd,explore,90,178.146
b97b1f52,explore,56,92.014
b928afbe,query,185,507.324
b8aff57d,welcome,29,36.587
3867b4fa,,10,
37f82166,query,315,419.413
b8aff57d,explore,22,119.71
b87c4065,,69,
b816ed50,query,111,406.531
b82c53e0,query,17,467.877
38d9e91d,explore,70,176.139
383abed1,explore,77,88.362
390d228a,explore,22,73.437
37f82166,query,33,459.408
b7851092,,12,
b909b158,explore,268,97.564
3959531f,explore,22,79.703
b895837d,welcome,18,26.381
3875fb10,welcome,36,39.631
b898d23e,welcome,62,25.823
b914eada,,114,
38d0167a,query,17,359.269
b915b875,explore,177,119.318
37a1058d,query,133,343.036
3941ab5f,explore,93,131.745
397850c1,welcome,36,20.568
37ad3faf,index,57,45.001
b94a5b1f,query,48,328.394
3795b01d,index,4,21.625
b8b1fce4,welcome,33,30.005
38e9c25e,explore,36,121.71
b816ed50,welcome,18,20.874
b8da93e2,,10,
4.00E+101,query,65,423.157
38876233,index,25,62.246
b8997f4c,query,200,366.317
397850c1,explore,80,127.581
38c354f3,query,51,416.207
b63335a2,query,26,464.835
b73cf870,query,107,414.068
b86cb46d,welcome,7,19.973
b836089c,welcome,11,14.013
3875fb10,welcome,12,26.783
b88659dd,welcome,33,33.677
388473f3,welcome,58,38.437
38790dde,explore,144,141.963
b85d00a8,query,17,380.402
3928b75f,query,71,391.723
b9058a3a,welcome,20,44.549
b8083d73,,119,
3941ab5f,query,72,348.683
b8569c03,query,128,322.724
b79faab0,explore,191,102.431
b8bff102,explore,94,83.183
38bc1af6,explore,94,153.733
39006782,explore,22,126.394
b880fe2e,welcome,181,18.44
b8817cf7,query,32,473.555
b8bb2174,welcome,35,38.155
38a53e49,welcome,23,32.012
395db9dc,welcome,7,35.483
b88a09a7,explore,226,83.035
37f37c41,welcome,20,33.002
b888fdf7,explore,29,85.038
b8cc587b,query,26,259.526
3911c751,explore,67,149.027
38c78d69,index,12,68.712
b817c50e,explore,312,133.66
b914eada,explore,105,130.236
b8c83caf,query,57,322.213
3959531f,index,6,43.217
b8c09db8,query,285,394.243
388e7adf,index,49,19.825
3791a42e,query,177,390.922
38dbc151,index,17,56.153
b866983b,welcome,23,38.206
b880fe2e,query,42,393.962
38e2c522,explore,198,100.441
392c9861,welcome,59,29.023
38a2afc1,query,130,398.849
3809ff9f,query,180,356.406
b816ed50,query,311,392.292
b80488d1,explore,82,85.721
387fd3f2,index,24,45.498
b8a21496,query,56,316.266
38bf4757,welcome,7,26.708
3911c453,explore,98,87.937
37dd5930,query,17,357.179
b9073d39,explore,159,176.705
b8f55c89,query,35,465.37
3.89E+41,welcome,21,46.673
b8f55c89,query,17,380.969
b7b59c98,welcome,13,17.125
3899ea49,explore,79,136.872
b83f119a,query,21,324.226
3969e39d,query,167,339.098
b87c4065,welcome,48,37.328
b743e5c6,index,4,64.718
b7b187ea,,49,
384ccca7,index,5,51.641
37b00432,explore,183,166.54
38a2afc1,explore,180,131.202
38bc1af6,query,29,444.276
b78e3163,query,17,356.807
384f2238,index,4,58.283
385d4712,welcome,12,22.18
3.92E+09,query,44,469.526
386d2da5,query,25,402.98
38da9d49,explore,58,2.246
b8b0e081,query,141,494.143
b8083d73,explore,186,185.111
3.80E+08,welcome,13,36.756
3472f217,index,16,50.826
b83daced,explore,22,124.822
b8391a61,welcome,7,44.575
37e627d2,query,139,451.752
b8989f91,explore,29,110.84
387554d0,explore,144,78.174
b78d0280,query,17,373.464
b8eb4d4e,explore,98,81.986
371b2fbe,query,17,361.872
39163a9b,query,65,365.283
3969e39d,explore,30,8.014
390d228a,welcome,29,30.235
3858424d,query,304,409.624
3431e690,welcome,36,33.385
38b6b950,query,35,364.718
38b53b45,query,285,366.898
b8da46e6,query,307,393.015
387950ec,explore,211,95.266
b800ff0e,welcome,7,29.857
37a6168f,welcome,32,36.733
b957115e,explore,22,168.749
38d3b1c9,query,278,446.005
3969e39d,welcome,75,32.762
3924671c,query,17,469.098
b8d358f0,,42,
b72e9d50,explore,44,83.919
3867b4fa,explore,40,97.59
394107ce,welcome,269,33.304
3849c6fb,welcome,63,25.968
38f5c56b,query,22,346.896
38731251,explore,150,186.261
b929ba86,query,24,377.542
b92cb918,query,113,339.527
b82c53e0,explore,55,99.243
b7b11343,welcome,23,38.397
379f5fd6,,80,
38bc1af6,welcome,9,38.904
3905baf4,query,175,366.235
387950ec,welcome,7,21.313
b76cdcea,explore,108,142.815
37e2e123,query,588,375.397
3791a42e,welcome,41,32.643
3801f09c,query,315,322.703
3899ccda,query,86,379.222
3884d3b8,welcome,9,23.127
b826ffe7,explore,122,117.849
b7f28310,query,50,423.898
b8cc587b,explore,22,39.672
b8d358f0,query,44,475.915
38acbfc9,welcome,7,35.048
3431e690,query,316,387.561
b8e1fea6,explore,36,163.749
396a04f5,query,17,378.435
37dd5930,index,10,43.563
370571d4,index,7,62.775
b94e2817,query,23,380.203
38c78d69,explore,129,177.184
b73cf870,explore,33,179.909
b743e5c6,explore,101,86.607
38678694,query,166,415.781
b8cfbab8,query,17,328.726
b7006301,explore,67,39.691
38d0167a,query,49,460.249
b6bfc32c,query,135,440.951
b7599dee,welcome,12,32.238
b8f51d3a,explore,100,119.562
3825c62e,query,43,290.041
b957115e,query,26,411.461
b78ab09a,welcome,11,31.083
b87c4065,explore,22,122.116
b688a066,explore,22,68.693
b8f51d3a,query,156,401.145
3962b232,explore,22,103.251
386d2da5,welcome,7,22.877
b8160561,explore,125,117.861
b715fc7b,explore,36,106.986
b4d56bdc,query,237,268.229
35c5412f,explore,100,103.29
b78e0dd7,welcome,39,14.567
392269f6,explore,204,58.598
b7ca73fe,explore,122,89.261
38dd988d,explore,30,163.661
37b00432,index,35,38.501
b8a3ab17,welcome,21,30.419
382db31a,welcome,25,29.03
b8a7d0b8,query,178,311.676
b743e5c6,explore,146,79.443
b8f55c89,welcome,20,51.194
3910ea02,explore,22,53.138
b7b79d06,query,17,368.581
b6b8e96f,query,39,424.679
3899ea49,query,246,324.011
b8d56faf,welcome,30,40.502
b803639d,welcome,11,23.135
b90fcff0,welcome,7,36.352
3988f9c2,,10,
3801f09c,explore,22,162.406
371b2fbe,query,87,470.099
3707fb77,,222,
b9011f98,explore,22,144.55
387fd3f2,welcome,43,27.558
b7cf0af2,query,102,422.52
380f0830,explore,291,70.373
39185800,query,17,325.276
b83f119a,explore,22,107.154
3908895c,index,10,46.433
379141c9,,10,
b871cdab,query,28,285.82
35cfb7c7,query,36,399.059
b80488d1,welcome,22,20.232
b8c172c6,explore,290,73.656
37a1058d,query,17,337.528
38551544,query,99,435.857
392c9861,explore,92,157.333
b7dba582,query,57,342.056
b8e5a9d7,explore,406,174.104
3821abf6,explore,100,33.543
b8d358f0,query,67,374.858
388d08f0,query,49,396.331
b7e9cf39,query,144,340.637
39872d38,explore,109,102.894
b8e2850c,query,84,330.868
38a271d8,query,111,401.409
b7fa5fae,explore,120,74.496
b743e5c6,explore,60,110.096
b7711fd2,,22,
b928afbe,welcome,24,38.585
b887db02,explore,230,104.666
b8c09db8,welcome,7,30.33
39244681,query,17,260.044
b8997506,,26,
b922e3e3,explore,294,150.198
b8f51d3a,query,51,295.539
b7e9cf39,welcome,86,37.102
b8989f91,explore,74,146.724
38c78d69,query,109,443.552
b780efe5,query,17,387.121
b914e7a0,index,18,38.359
b8b0e081,query,30,428.605
35f3508e,,31,
b836089c,query,37,347.443
387554d0,query,196,329.057
37db1c2e,query,54,337.53
b63ebe25,query,17,498.162
38acbfc9,query,73,393.773
b7851092,explore,22,144.846
b8e6681d,index,5,58.557
3707fb77,index,27,39.22
37b00432,query,176,364.947
390a543e,explore,125,110.762
38731251,welcome,30,37.072
b98f6b2a,query,17,468.764
b8aff57d,explore,87,97.712
3791a42e,index,35,55.949
38ef3cac,welcome,145,44.395
3744b737,query,274,416.48
b7d41379,welcome,25,18.091
38731251,explore,90,148.661
b8d66d35,query,69,455.278
3744b737,query,73,286.784
b8e2850c,welcome,48,34.677
39244681,welcome,79,24.001
38dfb031,explore,45,62.586
395db9dc,explore,226,100.429
b8b0e081,welcome,8,37.477
b8a57e40,index,5,29.83
b9315418,explore,587,134.687
b94e2817,welcome,7,23.25
3899ccda,query,51,451.15
b8c09db8,,151,
389a5a09,index,32,57.821
b928afbe,query,17,280.737
4.00E+101,explore,348,143.496
3845e841,query,83,471.416
391e2eeb,query,134,457.247
b91b59ef,index,4,54.159
38c9120d,index,13,57.674
387fd3f2,index,42,54.953
38c31cae,welcome,21,37.264
b909b158,explore,34,155.832
b93c1e35,query,17,392.203
396a04f5,query,62,349.45
b8a3d144,welcome,99,39.286
b8d56faf,index,33,45.753
b8463fd8,query,17,322.322
b8e6681d,explore,22,127.089
37921011,query,17,428.036
b8660f88,query,142,396.413
39006782,query,81,308.104
379141c9,welcome,20,35.202
b78e3163,welcome,32,29.699
b9322811,query,289,446.662
b880fe2e,welcome,22,24.217
3908895c,explore,130,115.024
b8a57e40,query,204,435.689
b802185b,index,4,53.738
3882b813,query,57,357.28
379141c9,welcome,50,42.628
b4d56bdc,query,47,416.79
39449ddc,explore,377,153.078
396a04f5,welcome,26,24.719
b7dc6a9a,welcome,16,32.797
b78e0dd7,,12,
b6b8e96f,,62,
38498b7e,welcome,21,25.299
b72e9d50,welcome,56,19.946
b73cf870,explore,189,79.508
b803639d,query,145,334.96
b961b7f3,welcome,7,36.565
b92a4e3d,query,195,459.139
b78e0dd7,explore,95,96.247
b76cdcea,query,24,434.389
b8075a0a,explore,390,63.826
37eb9889,welcome,27,39.822
38bc1af6,query,174,415.521
b7851092,explore,22,89.409
b8a7d0b8,welcome,9,36.805
b8569c03,query,22,352.103
b914e7a0,query,274,437.862
39185800,query,197,400.71
b8a61c3d,query,57,262.625
37e8bad2,explore,118,126.902
3801f09c,explore,85,146.306
388c423e,query,17,412.845
37b00432,query,17,443.359
38f5c56b,query,17,398.001
37dbf1b8,query,134,529.499
b6bfc32c,query,37,354.489
387347f1,welcome,29,40.805
b8c172c6,welcome,26,38.589
3801f09c,,58,
37a6168f,query,17,421.111
b7b79d06,query,96,439.857
b803639d,welcome,14,29.831
b89e1007,query,36,481.264
371b2fbe,,10,
b9069c73,explore,286,132.065
b8160561,explore,31,131.612
b8621b79,explore,172,70.889
38e7e056,query,17,395.446
b98f41a7,query,102,363.136
370571d4,welcome,12,26.33
b84369c5,welcome,26,23.177
387fd3f2,explore,90,118.825
b7c6f37d,query,61,474.219
b780efe5,,77,
388d08f0,query,34,359.418
3707fb77,explore,34,120.77
b9315418,explore,99,17.258
388cea01,welcome,15,22.181
37cca1bf,explore,96,44.975
b8989f91,query,48,349.687
b89f9db4,explore,35,133.838
38b157d8,query,175,438.182
37f7103f,query,17,509.236
38a9f6f5,explore,998,150.359
b78ab09a,explore,29,201.555
37dd5930,query,122,364.676
b9322811,welcome,56,34.628
b891a53e,index,37,35.343
3857dfc6,query,17,366.537
b780efe5,query,38,365.979
b9322811,welcome,7,29.84
3945ce3a,query,51,338.948
b8d19bd2,index,26,34.779
37f9de59,index,11,48.708
35b444af,welcome,46,32.375
b7b79d06,query,39,269.643
3.80E+08,welcome,7,24.941
3882b813,explore,381,57.74
38826074,query,167,398.15
37295f54,explore,36,113.379
b83f119a,index,69,49.201
389a5a09,query,17,434.036
b870db1c,welcome,7,29.355
b9322811,query,99,378.289
38c78d69,query,31,383.156
b72e9d50,explore,66,115.273
36d0a1dc,explore,33,128.359
b8dd316b,,21,
b826ffe7,explore,539,160.793
38da9d49,query,109,532.489
b7b187ea,query,50,352.69
38d3b1c9,index,26,43.12
b89358fa,explore,22,98.523
390d228a,welcome,7,30.884
b895837d,welcome,21,26.62
38d3b1c9,query,146,284.27
b78e0dd7,explore,254,116.72
b8a3ab17,index,45,73.578
b8e5a9d7,query,222,380.939
b8b1fce4,explore,50,43.528
b7711fd2,query,83,447.197
b90fcff0,query,205,448.537
38ff8474,query,32,361.27
38c31cae,index,10,46.484
b8ee782d,query,17,340.012
3941ab5f,query,125,461.118
b78e3163,query,96,399.285
35c5412f,explore,22,76.932
b8b37cbc,explore,145,77.388
37dd5930,welcome,13,34.312
b925aacd,query,64,400.236
37e8bad2,explore,112,157.692
392269f6,explore,22,114.926
391e2eeb,query,23,476.062
3801f09c,query,39,301.434
b925aacd,explore,113,141.385
b8a3ab17,query,135,457.727
b8aff57d,welcome,7,35.328
b715fc7b,query,80,382.664
b86cb46d,index,4,51.692
b8eb4d4e,query,356,416.876
3744b737,welcome,56,32.923
38ebf974,welcome,85,17.773
3.80E+08,index,42,52.248
381dc512,explore,222,108.069
38b53b45,,134,
b9058a3a,query,17,370.093
b6990fc2,index,12,63.318
3744b737,welcome,7,23.969
b853adc7,query,61,451.475
3884d3b8,welcome,15,18.947
37ad3faf,index,132,64.874
b913fa3d,index,6,31.328
38dfb031,query,19,319.944
b826784b,query,221,396.463
39048856,explore,219,125.053
38c354f3,explore,70,64.578
37d6bbaf,explore,119,165.213
38c31cae,welcome,8,33.578
b93a5bf5,explore,35,151.834
b8083d73,explore,217,113.351
b80488d1,query,33,280.099
b92a4e3d,query,50,436.76
3959531f,query,21,414.036
38826074,query,61,364.955
36d0a1dc,welcome,7,24.894
38a2afc1,,15,
b7b11343,query,133,393.184
38090141,explore,280,98.754
b8660f88,explore,377,68.38
b92a4e3d,query,34,458.946
b4d56bdc,index,4,41.945
b89358fa,query,145,416.989
38c78d69,index,29,46.571
b9093311,query,188,454.783
b6e567e4,explore,45,78.644
b826784b,index,8,48.687
37dd5930,,48,
b63335a2,explore,22,134.607
b70bcb2c,query,236,346.467
38f5c56b,explore,547,85.045
b82c53e0,query,17,466.631
39041af1,explore,22,154.124
38dbc151,explore,26,61.933
38c78d69,explore,22,31.686
3791a42e,query,57,391.746
3899ea49,index,10,29.227
b836089c,explore,50,140.325
3821abf6,,46,
382345b2,explore,22,113.596
3882b813,query,17,395.002
b8cc587b,explore,22,71.516
38c9120d,query,39,407.777
38c78d69,welcome,7,15.508
b802185b,,56,
3988f9c2,explore,22,91.906
38f5c56b,,63,
37dbf1b8,welcome,7,34.117
377f7199,explore,24,67.725
b72f7963,query,17,423.619
3.92E+09,explore,22,85.234
38da9d49,query,17,435.038
b7cd9fae,welcome,19,24.029
38a53e49,explore,22,102.354
38dfb031,,61,
b780efe5,explore,22,182.327
3911c453,welcome,61,29.37
b780efe5,welcome,7,32.976
b929ba86,welcome,74,26.931
38a7586c,explore,119,78.136
37921011,,19,
371b2fbe,explore,75,160.026
387e161c,query,341,351.681
37c8fbf3,explore,22,157.579
b8a3ab17,explore,35,116.114
38b53b45,welcome,11,31.577
39163a9b,explore,71,93.774
b83daced,,23,
36a0d5ec,explore,265,109.235
39463fd5,explore,37,95.932
3867b4fa,query,140,344.455
b9036d74,query,101,444.162
38e2c522,,103,
37b00432,query,25,353.522
3924671c,query,67,319.212
b8dd316b,explore,90,94.258
388d08f0,explore,69,44.678
b73cf870,query,44,401.769
3912a215,welcome,7,30.054
b9093311,explore,89,140.403
38edf1a3,index,21,53.766
37ab4274,query,103,374.404
381dc512,query,88,341.656
b8cc8870,index,9,68.14
35b444af,explore,183,82.627
38a53e49,,10,
385539b2,,98,
b8989f91,welcome,83,29.131
394107ce,,60,
b8e5a9d7,explore,42,150.842
b9315418,welcome,41,18.016
38876233,index,12,34.176
b888fdf7,explore,114,80.86
b94a5b1f,explore,120,84.382
b8d56faf,welcome,7,31.853
39048856,welcome,24,26.045
b715fc7b,query,22,398.482
38c46841,welcome,16,31.204
b8ee782d,query,31,375.099
38edab26,explore,25,119.05
38f5c56b,query,119,331.574
b6a42ef9,explore,140,101.998
3.88E+13,welcome,7,28.852
37295f54,explore,239,119.425
b92a4e3d,query,17,356.452
37c8fbf3,query,17,336.265
3941ab5f,query,51,388.183
b8a7d0b8,explore,103,101.72
b76cdcea,query,178,371.194
b9011f98,query,17,469.531
b8372421,query,114,463.425
b69d376c,explore,705,72
35b444af,index,11,64.297
b6b8e96f,query,84,410.202
b86cb46d,explore,22,166.711
b78e0dd7,query,90,451.821
b6b8e96f,query,590,423.999
b874f71a,index,25,58.619
385d4712,query,214,355.188
396c890c,explore,34,137.636
3871107a,query,70,402.178
b8cc587b,explore,122,109.78
b89e1007,explore,51,78.11
385d4712,,32,
b8c69d26,explore,34,60.593
385b8ebd,query,17,339.181
b957115e,,81,
b800ff0e,query,30,387.104
37a6168f,welcome,7,34.675
388473f3,,43,
390c3506,welcome,58,22.461
b78d0280,welcome,7,22.264
b7dc6a9a,query,116,360.351
38a9f6f5,index,4,52.818
b7b59c98,welcome,19,25.617
b6958ebc,query,67,284.68
b8e2850c,welcome,142,37.872
3959531f,query,103,395.579
38bc1af6,welcome,31,23.145
b86cb46d,explore,121,143.383
b826ffe7,query,349,368.094
b836089c,explore,22,93.878
b89e1007,,10,
b7711fd2,explore,27,151.094
b8a21496,,31,
38826074,explore,323,172.454
b816ed50,explore,37,78.506
b880fe2e,query,17,335.712
37ab4274,explore,170,148.666
36b6fc81,query,52,476.762
b867a142,query,40,398.293
b914e7a0,query,18,323.763
b874f71a,query,37,476.962
b8e5a9d7,query,102,280.294
b817c50e,explore,142,91.637
b87cde16,query,174,309.431
b816ed50,,62,
b8372421,query,100,391.883
b7b11343,welcome,30,25.735
b90fcff0,query,95,426.732
38b6b950,explore,29,96.6
b874f71a,query,177,286.528
39041af1,query,24,327.219
39244681,query,162,315.664
37b00432,welcome,45,34.171
b78e0dd7,query,95,363.478
38f5c56b,welcome,19,26.301
3858424d,explore,131,107.127
37c8fbf3,query,98,299.826
b9166fd4,index,4,64.022
b8bff102,,14,
38e9c25e,explore,57,162.026
b688a066,query,101,436.717
b7b59c98,welcome,58,40.771
b8d66d35,query,69,509.62
b7dba582,explore,176,40.221
37ad3faf,explore,79,91.854
b8c69d26,explore,251,137.122
3899ccda,explore,72,123.049
3801f09c,welcome,23,45.925
389a5a09,query,326,390.922
b880fe2e,query,87,484.899
38a5e6dc,index,20,23.684
b8cfbab8,welcome,22,26.922
38250955,query,26,324.485
38ef3cac,welcome,36,28.631
b780efe5,welcome,20,25.187
390c3506,query,26,404.515
38c78d69,query,54,331.934
b6f8d90b,welcome,28,28.087
380659cb,explore,27,80.4
b70bcb2c,query,91,355.856
b79faab0,query,40,422.563
b95624a3,query,287,414.788
b8660f88,explore,138,101.406
b80488d1,explore,302,183.652
b957115e,query,92,447.318
38498b7e,query,142,445.85
37db1c2e,explore,66,147.925
